Sequential,BooksNumber,Time,Seed
False,1,0.18474054336547852,42
True,1,0.06381869316101074,42
False,2,0.05557703971862793,42
True,2,0.060501813888549805,42
False,3,0.05962085723876953,42
True,3,0.05299687385559082,42
False,4,0.06312155723571777,42
True,4,0.06016206741333008,42
False,5,0.04961371421813965,42
True,5,0.05340147018432617,42
False,6,0.06562042236328125,42
True,6,0.0762631893157959,42
False,7,0.05263328552246094,42
True,7,0.07097029685974121,42
False,8,0.06710958480834961,42
True,8,0.06014204025268555,42
False,9,0.0633230209350586,42
True,9,0.04948759078979492,42
False,10,0.05084371566772461,42
True,10,0.06612706184387207,42
False,11,0.05106329917907715,42
True,11,0.06507182121276855,42
False,12,0.06457042694091797,42
True,12,0.06127190589904785,42
False,13,0.0726168155670166,42
True,13,0.08404231071472168,42
False,14,0.09094595909118652,42
True,14,0.08594703674316406,42
False,15,0.08078145980834961,42
True,15,0.12188553810119629,42
False,16,0.09216713905334473,42
True,16,0.09028148651123047,42
False,17,0.10098934173583984,42
True,17,0.11620092391967773,42
False,18,0.14589381217956543,42
True,18,0.13023710250854492,42
False,19,0.2606320381164551,42
True,19,0.4390544891357422,42
False,20,0.11364054679870605,42
True,20,0.28554654121398926,42
False,21,0.2079942226409912,42
True,21,0.20136761665344238,42
False,22,0.6951713562011719,42
True,22,0.7768595218658447,42
False,23,3.3325440883636475,42
True,23,3.163151979446411,42
False,24,2.9988412857055664,42
True,24,3.0365326404571533,42
False,1,0.15363192558288574,10
True,1,0.06833362579345703,10
False,2,0.05054950714111328,10
True,2,0.06719279289245605,10
False,3,0.06796598434448242,10
True,3,0.056146860122680664,10
False,4,0.06499958038330078,10
True,4,0.06946897506713867,10
False,5,0.06958293914794922,10
True,5,0.06433773040771484,10
False,6,0.06197047233581543,10
True,6,0.13064074516296387,10
False,7,0.07927870750427246,10
True,7,0.07863068580627441,10
False,8,0.08765792846679688,10
True,8,0.07238650321960449,10
False,9,0.09071731567382812,10
True,9,0.07262587547302246,10
False,10,0.06794571876525879,10
True,10,0.06608963012695312,10
False,11,0.07459354400634766,10
True,11,0.0677330493927002,10
False,12,0.06150698661804199,10
True,12,0.06600022315979004,10
False,13,0.07896256446838379,10
True,13,0.07751989364624023,10
False,14,0.07329177856445312,10
True,14,0.08129310607910156,10
False,15,0.08309054374694824,10
True,15,0.07736015319824219,10
False,16,0.07700228691101074,10
True,16,0.07497334480285645,10
False,17,0.09588027000427246,10
True,17,0.08571743965148926,10
False,18,0.1193685531616211,10
True,18,0.09223628044128418,10
False,19,0.20804905891418457,10
True,19,0.219191312789917,10
False,20,0.24886727333068848,10
True,20,0.12526178359985352,10
False,21,999,10
True,21,0.31957459449768066,10
False,22,0.9183926582336426,10
True,22,0.8768963813781738,10
False,23,999,10
True,23,3.9832847118377686,10
False,24,4.163440942764282,10
True,24,4.20188570022583,10
False,1,0.06591248512268066,249
True,1,0.1550145149230957,249
False,2,0.05728864669799805,249
True,2,0.0873568058013916,249
False,3,0.08730077743530273,249
True,3,0.07226037979125977,249
False,4,0.11471867561340332,249
True,4,0.08599495887756348,249
False,5,0.0940256118774414,249
True,5,0.0870206356048584,249
False,6,0.1011056900024414,249
True,6,0.09005904197692871,249
False,7,0.10557317733764648,249
True,7,0.08128046989440918,249
False,8,0.0939781665802002,249
True,8,0.09369325637817383,249
False,9,0.09106087684631348,249
True,9,0.08299708366394043,249
False,10,0.10297560691833496,249
True,10,0.08931279182434082,249
False,11,0.09602785110473633,249
True,11,0.08092141151428223,249
False,12,0.12246537208557129,249
True,12,0.08480095863342285,249
False,13,0.12609648704528809,249
True,13,0.10263466835021973,249
False,14,0.12499308586120605,249
True,14,0.09461498260498047,249
False,15,0.09839177131652832,249
True,15,0.08688735961914062,249
False,16,0.5758202075958252,249
True,16,0.16915369033813477,249
False,17,0.1632847785949707,249
True,17,0.10416555404663086,249
False,18,0.8244500160217285,249
True,18,0.1552872657775879,249
False,19,0.29290103912353516,249
True,19,0.25437188148498535,249
False,20,0.3679349422454834,249
True,20,0.15294742584228516,249
False,21,999,249
True,21,0.38718318939208984,249
False,22,999,249
True,22,1.1537797451019287,249
False,23,4.5055835247039795,249
True,23,4.150841474533081,249
False,24,4.382025241851807,249
True,24,4.271970272064209,249
False,1,0.0676720142364502,145
True,1,0.07886838912963867,145
False,2,0.07399606704711914,145
True,2,0.07799601554870605,145
False,3,0.08372354507446289,145
True,3,0.1676616668701172,145
False,4,0.09114599227905273,145
True,4,0.08486342430114746,145
False,5,0.08404660224914551,145
True,5,0.09923768043518066,145
False,6,0.10121798515319824,145
True,6,0.09562945365905762,145
False,7,0.10219883918762207,145
True,7,0.0890049934387207,145
False,8,0.10199785232543945,145
True,8,0.09355688095092773,145
False,9,0.10273337364196777,145
True,9,0.09316229820251465,145
False,10,0.11624908447265625,145
True,10,0.09416961669921875,145
False,11,0.09872245788574219,145
True,11,0.08136916160583496,145
False,12,0.10399150848388672,145
True,12,0.10413074493408203,145
False,13,0.10867714881896973,145
True,13,0.08725428581237793,145
False,14,0.09473228454589844,145
True,14,0.0977177619934082,145
False,15,0.12607479095458984,145
True,15,0.10941576957702637,145
False,16,0.11128735542297363,145
True,16,0.11422848701477051,145
False,17,0.18881845474243164,145
True,17,0.10596299171447754,145
False,18,0.18056774139404297,145
True,18,0.14505481719970703,145
False,19,0.36946582794189453,145
True,19,0.3134036064147949,145
False,20,0.16910099983215332,145
True,20,0.13301348686218262,145
False,21,0.328601598739624,145
True,21,0.32276225090026855,145
False,22,1.0331299304962158,145
True,22,1.0288522243499756,145
False,23,4.56640362739563,145
