Sequential,BooksNumber,Time,Seed
False,1,0.07928299903869629,42
True,1,0.06667232513427734,42
False,2,0.06618547439575195,42
True,2,0.0883326530456543,42
False,3,0.09029483795166016,42
True,3,0.08497977256774902,42
False,4,0.08540582656860352,42
True,4,0.08298254013061523,42
False,5,0.09600424766540527,42
True,5,0.09082555770874023,42
False,6,0.10445070266723633,42
True,6,0.11337041854858398,42
False,7,0.10373044013977051,42
True,7,0.1005098819732666,42
False,8,0.11003375053405762,42
True,8,0.28786635398864746,42
False,9,0.1078028678894043,42
True,9,0.1025540828704834,42
False,10,0.11094880104064941,42
True,10,0.2067711353302002,42
False,11,0.1142728328704834,42
True,11,0.11535310745239258,42
False,12,0.10820412635803223,42
True,12,0.1116032600402832,42
False,13,0.11665701866149902,42
True,13,0.1225588321685791,42
False,14,0.14246082305908203,42
True,14,5.541693210601807,42
False,15,0.11143636703491211,42
True,15,0.10204172134399414,42
False,16,0.15909743309020996,42
True,16,0.20062851905822754,42
False,17,0.1765758991241455,42
True,17,0.16000676155090332,42
False,18,999,42
True,18,999,42
False,19,0.47824811935424805,42
True,19,0.4287846088409424,42
False,20,0.21674585342407227,42
True,20,0.18523621559143066,42
False,21,0.38898158073425293,42
True,21,0.3469235897064209,42
False,22,19.489571571350098,42
True,22,999,42
False,23,9.988406658172607,42
True,23,5.481527805328369,42
False,24,5.287431955337524,42
True,24,5.69208550453186,42
False,1,0.08439087867736816,10
True,1,0.08129620552062988,10
False,2,0.09897136688232422,10
True,2,0.1041867733001709,10
False,3,0.11658525466918945,10
True,3,0.10352253913879395,10
False,4,0.10712456703186035,10
True,4,0.13219666481018066,10
False,5,0.11661958694458008,10
True,5,0.09970331192016602,10
False,6,0.1329045295715332,10
True,6,0.14987564086914062,10
False,7,0.1354663372039795,10
True,7,0.16646361351013184,10
False,8,0.20086956024169922,10
True,8,0.176680326461792,10
False,9,0.24557280540466309,10
True,9,0.33814191818237305,10
False,10,0.13586044311523438,10
True,10,0.13434052467346191,10
False,11,0.15370583534240723,10
True,11,0.1274406909942627,10
False,12,0.15867877006530762,10
True,12,0.13761115074157715,10
False,13,0.16443467140197754,10
True,13,0.16912364959716797,10
False,14,0.45208096504211426,10
True,14,0.15059137344360352,10
False,15,0.16679668426513672,10
True,15,0.15812206268310547,10
False,16,0.169830322265625,10
True,16,0.15322041511535645,10
False,17,2.3660333156585693,10
True,17,0.3711228370666504,10
False,18,0.2424607276916504,10
True,18,0.246673583984375,10
False,19,0.4164309501647949,10
True,19,0.3607933521270752,10
False,20,0.5507192611694336,10
True,20,0.32589006423950195,10
False,21,0.47452735900878906,10
True,21,0.38033533096313477,10
False,22,1.5278205871582031,10
True,22,1.2463271617889404,10
False,23,999,10
True,23,5.626629590988159,10
False,24,5.177604913711548,10
True,24,5.781942129135132,10
False,1,0.11918830871582031,249
True,1,0.08618927001953125,249
False,2,0.08795428276062012,249
True,2,0.10194706916809082,249
False,3,0.13071775436401367,249
True,3,0.153458833694458,249
False,4,0.11628866195678711,249
True,4,0.11858892440795898,249
False,5,0.1354069709777832,249
True,5,0.1460258960723877,249
False,6,0.1324310302734375,249
True,6,0.10250496864318848,249
False,7,0.11560583114624023,249
True,7,0.46980881690979004,249
False,8,0.1919233798980713,249
True,8,0.12296462059020996,249
False,9,0.14388751983642578,249
True,9,0.11998176574707031,249
False,10,0.1488018035888672,249
True,10,0.1387166976928711,249
False,11,0.14400672912597656,249
True,11,0.1743309497833252,249
False,12,0.16177701950073242,249
True,12,0.12077856063842773,249
False,13,0.1489858627319336,249
True,13,0.21617889404296875,249
False,14,0.13872766494750977,249
True,14,0.13490796089172363,249
False,15,0.13262438774108887,249
True,15,0.13192439079284668,249
False,16,6.153999090194702,249
True,16,0.473207950592041,249
False,17,0.250058650970459,249
True,17,0.27414870262145996,249
False,18,0.23690223693847656,249
True,18,0.25273895263671875,249
False,19,999,249
True,19,7.6529221534729,249
False,20,0.8632574081420898,249
True,20,0.5243833065032959,249
False,21,0.5826897621154785,249
True,21,0.4123685359954834,249
False,22,999,249
True,22,1.309584379196167,249
False,23,5.219470977783203,249
True,23,5.834635972976685,249
False,24,6.6649346351623535,249
True,24,6.120983839035034,249
False,1,0.14748620986938477,145
True,1,0.09786844253540039,145
False,2,0.163987398147583,145
True,2,0.09028339385986328,145
False,3,0.10226154327392578,145
True,3,0.10511279106140137,145
False,4,0.11805963516235352,145
True,4,0.14747118949890137,145
False,5,0.20131611824035645,145
True,5,0.13263535499572754,145
False,6,0.2260754108428955,145
True,6,0.13453364372253418,145
False,7,0.15693116188049316,145
True,7,0.13640356063842773,145
False,8,0.21755695343017578,145
True,8,0.276947021484375,145
False,9,0.18592476844787598,145
True,9,0.22505879402160645,145
False,10,0.1973414421081543,145
True,10,0.1497650146484375,145
False,11,0.11688899993896484,145
True,11,0.12002730369567871,145
False,12,0.16961359977722168,145
True,12,0.15902471542358398,145
False,13,0.17894554138183594,145
True,13,0.32920026779174805,145
False,14,0.19020938873291016,145
True,14,0.19957494735717773,145
False,15,0.15315675735473633,145
True,15,0.12524080276489258,145
False,16,0.18686366081237793,145
True,16,0.1923668384552002,145
False,17,0.19576072692871094,145
True,17,0.2059187889099121,145
False,18,0.2694225311279297,145
True,18,0.22621941566467285,145
False,19,999,145
True,19,999,145
False,20,0.4289562702178955,145
True,20,0.2811276912689209,145
False,21,999,145
True,21,1.915799617767334,145
False,22,4.298022985458374,145
True,22,1.4909942150115967,145
False,23,8.701952695846558,145
True,23,6.400212049484253,145
False,24,10.721524238586426,145
True,24,7.360906362533569,145
